title,summary,link,tags,published,tipo da lei
Resolução 2806/2024,Autoriza o Vereador ALCIDES CARDOSO a se ausentar do País,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1870,Resolução,2024-10-21,AutorizacaoAusencia
Resolução 2805/2024,"Autorizar a Vereadora MARIA APARECIDA PEDROSA BEZERRA a ausentar-se do País, em viagem cultural, às suas expensas, no período de 16 de julho de 2024 a 26 de julho de 2024, com destino à China, para participação do Festival da Juventude de Poesia, a convite da China Writers Association.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1686,Resolução,2024-07-02,AutorizacaoAusencia
Resolução 2804/2024,"Conceder licença à Vereadora DAIZE MICHELE DE AGUIAR GONÇALVES (MICHELE COLLINS), pelo período de 120 (cento e vinte) dias, contados de 03/07/2024 a 30/10/2024, para tratar de interesse particular",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1692,Resolução,2024-07-02,Outro
Resolução 2803/2024,Autoriza a Vereadora ANA LUCIA DO REGO FERREIRA (Professora Ana Lúcia) a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=616,Resolução,2024-04-02,AutorizacaoAusencia
Resolução 2802/2024,"Autoriza a Vice-Prefeita do Recife, Sra. ISABELLA MENEZES DE ROLDÃO FIORENZANO, a ausentar-se do País, no período de 09 de abril
de 2024 a 19 de abril de 2024, com destino às cidades do Porto (Portugal) e Nantes (França), em missão oficial.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=615,Resolução,2024-03-26,CalendarioEventos
Resolução 2801/2024,Institui a “Frente Parlamentar de Defesa dos Direitos da Pessoa Idosa” no âmbito da Câmara Municipal do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=622,Resolução,2024-03-04,CalendarioEventos
Resolução 2800/2024,Autoriza o Vereador ROMERO JATOBÁ CAVALCANTI NETO a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=614,Resolução,2024-02-05,AutorizacaoAusencia
Resolução 2799/2023,"Altera a Resolução nº 2.624, de 20 de dezembro de 2016, que dispõe sobre o Regimento Interno da Câmara Municipal do Recife, para criar a “Comissão de Defesa dos Direitos da Pessoa com Deficiência”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=960,Resolução,2023-12-11,Outro
Resolução 2798/2023,Autorizar o Vereador PAULO SERGIO MOREIRA MUNIZ FILHO a ausentar-se do país no período de 20 de novembro de 2023 a 28 de novembro de 2023.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=963,Resolução,2023-10-25,AutorizacaoAusencia
Resolução 2797/2023,Institui a “Frente Parlamentar em Defesa da Saúde Mental e Emocional na Cidade do Recife”,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=908,Resolução,2023-10-02,CalendarioEventos
Resolução 2796/2023,"Autoriza o Vereador ROMERO JATOBÁ CAVALCANTI NETO a ausentar-se do País, no período de 01 a 14 de novembro de 2023, com destino aos Estados Unidos da América, em viagem cultural, com despesas arcadas com recursos próprios.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=962,Resolução,2023-09-25,AutorizacaoAusencia
Resolução 2795/2023,"Autoriza o Vereador ALCIDES JOSE DE ALBUQUERQUE CARDOSO a ausentar-se do País, no período de 04 a 15 de Outubro de 2023, com
destino aos Estados Unidos da América, em viagem cultural, com despesas arcadas com recursos próprios.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=961,Resolução,2023-09-25,AutorizacaoAusencia
Resolução 2794/2023,Autoriza a Vereadora DAIZE MICHELE DE AGUIAR GONÇALVES (MICHELE COLLINS)  a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=958,Resolução,2023-09-04,AutorizacaoAusencia
Resolução 2793/2023,"Autoriza o Vereador TADEU HENRIQUE PIMENTEL CALHEIROS a ausentar-se do País, no período de 29 de agosto de 2023 a 19 de setembro de 2023.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=957,Resolução,2023-08-29,AutorizacaoAusencia
Resolução 2792/2023,"Autoriza a Vice-Prefeita do Recife a se ausentar do País no período de 21 de Agosto de 2023 a 31 de Agosto de 2023, com destino às cidades de Vancouver (Canadá) e Guadalajara (México), em missão oficial.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=959,Resolução,2023-08-21,CalendarioEventos
Resolução 2791/2023,"Autoriza o Vereador LUIZ EUSTAQUIO RAMOS NETO a se ausentar do País, no período de 09 de agosto a 29 de agosto de 2023, com destino a Portugal, em viagem motivada por caso fortuito, com despesas arcadas com recursos próprios.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=956,Resolução,2023-08-08,AutorizacaoAusencia
Resolução 2790/2023,Autoriza o Vereador RAFAEL ACIOLI MEDEIROS a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=910,Resolução,2023-07-04,AutorizacaoAusencia
Resolução 2789/2023,Autoriza o Vereador ALCIDES JOSE DE ALBUQUERQUE CARDOSO a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=909,Resolução,2023-07-03,AutorizacaoAusencia
Resolução 2788/2023,"Altera a Resolução nº 2759, de 20 de dezembro de 2021, que Cria a Escola do Legislativo no âmbito da Câmara Municipal do Recife e dá outras providências.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=901,Resolução,2023-06-05,Outro
Resolução 2787/2023,Concede licença à Vereadora ANDREZA BANDEIRA FERREIRA DE OLIVEIRA MELO ALBUQUERQUE para exercer o cargo de Secretária do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=623,Resolução,2023-05-15,ConcessaoTitulo
Resolução 2786/2023,"Autoriza o Vereador WEBERSON FLAVIO SOBRAL FLORENCIO a se ausentar do País no período de 24 de maio de 2023 a 03 de junho de 2023, com destino aos Estados Unidos da América, em viagem cultural, com despesas arcadas com recursos próprios.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=621,Resolução,2023-05-08,AutorizacaoAusencia
Resolução 2785/2023,Autoriza a Vice-Prefeita do Recife a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=620,Resolução,2023-04-25,AutorizacaoAusencia
Resolução 2784/2023,Autoriza a Vereadora MARIA APARECIDA PEDROSA BEZERRA a se ausentar do País em viagem cultural e missão oficial.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=619,Resolução,2023-02-27,AutorizacaoAusencia
Resolução 2783/2023,Autoriza o Vereador SAMUEL RODRIGUES DOS SANTOS SALAZAR a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=618,Resolução,2023-02-27,AutorizacaoAusencia
Resolução 2782/2023,Autoriza o Vereador ROMERO JATOBÁ CAVALCANTI NETO a se ausentar do País,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=617,Resolução,2023-02-27,AutorizacaoAusencia
Resolução 2781/2023,DISPÕE SOBRE O PRÊMIO MÉRITO CULTURAL TEREZA COSTA REGO.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=977,Resolução,2023-02-18,Outro
Resolução 2780/2022,Autoriza o Prefeito do Recife a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1002,Resolução,2022-11-21,AutorizacaoAusencia
Resolução 2779/2022,Autoriza a vereadora Ana Lúcia do Rego Ferreira a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1001,Resolução,2022-09-05,AutorizacaoAusencia
Resolução 2778/2022,Autoriza o vereador Romero Jatobá Cavalcanti Neto a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1000,Resolução,2022-09-05,AutorizacaoAusencia
Resolução 2777/2022,"Da Comissão Comissão Mista, opinando sobre a prestação de contas do Prefeito da Cidade do Recife, referente ao exercício financeiro de 2017.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=999,Resolução,2022-09-05,Outro
Resolução 2776/2022,"Modifica a Resolução nº 1.841, de 14 de dezembro de 1993, a qual dispõe sobre o processo de classificação de cargos da Câmara Municipal do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=998,Resolução,2022-07-04,Outro
Resolução 2775/2022,"Altera a Resolução nº 2.624, de 20 de dezembro de 2016, que Dispõe sobre o Regimento Interno da Câmara Municipal do Recife.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=997,Resolução,2022-07-04,Outro
Resolução 2774/2022,Institui a “Frente Parlamentar para discutir Obras Estruturadoras e Emergenciais” no âmbito do Município do Recife.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=975,Resolução,2022-06-28,CalendarioEventos
Resolução 2773/2022,"Institui, no âmbito da Câmara Municipal do Recife, a “Frente Parlamentar do Recife pelo Clima”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1030,Resolução,2022-06-21,CalendarioEventos
Resolução 2772/2022,Autoriza o Vereador ALCIDES JOSÉ DE ALBUQUERQUE CARDOSO a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=976,Resolução,2022-06-21,AutorizacaoAusencia
Resolução 2771/2022,Autoriza a Vereadora Andreza Bandeira Ferreira de Oliveira Melo (Andreza Romero) a se ausentar do País,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=974,Resolução,2022-05-31,AutorizacaoAusencia
Resolução 2770/2022,Autoriza o Vereador Romero Jatobá Cavalcanti Neto a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=973,Resolução,2022-05-23,AutorizacaoAusencia
Resolução 2769/2022,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR EM DEFESA DA CIDADANIA LGBTQIA+”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1021,Resolução,2022-05-23,CalendarioEventos
Resolução 2768/2022,"Opina sobre a prestação de contas do Prefeito da Cidade do Recife, referente ao exercício financeiro de 2019.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=972,Resolução,2022-05-16,Outro
Resolução 2767/2022,"Opina sobre a prestação de contas do Prefeito da Cidade do Recife, referente ao exercício financeiro de 2018.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=966,Resolução,2022-05-16,Outro
Resolução 2766/2022,"Opina sobre a prestação de contas do Prefeito da Cidade do Recife, referente ao exercício financeiro de 2015.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=965,Resolução,2022-05-16,Outro
Resolução 2765/2022,"Opina sobre a prestação de contas do Prefeito da Cidade do Recife, referente ao exercício financeiro de 2011.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=964,Resolução,2022-05-09,Outro
Resolução 2764/2022,INSTITUI NA CÂMARA MUNICIPAL DO RECIFE A CAMPANHA “ABRIL VERDE” PARA PROMOVER A CONSCIENTIZAÇÃO SOBRE A DOENÇA DE PARKINSON.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1183,Resolução,2022-04-11,CalendarioEventos
Resolução 2763/2022,DISPÕE SOBRE O DESCARTE ADEQUADO DE PILHAS E BATERIAS NA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1014,Resolução,2022-03-21,Outro
Resolução 2762/2022,"ACRESCE OS §§ 1º E 2º AO ART. 4° DA RESOLUÇÃO Nº 2.624, DE 20 DEZEMBRO DE 2016, QUE DISPÕE SOBRE O REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1158,Resolução,2022-03-21,Outro
Resolução 2761/2021,Dispõe sobre as atribuições da Procuradoria Legislativa da Câmara Municipal do Recife e dá outras providências.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1033,Resolução,2021-12-21,Outro
Resolução 2760/2021,"Dispõe sobre a autorização para celebração de acordo de cooperação técnica entre a Escola de Contas Públicas Professor Barreto Guimarães e a Câmara Municipal Do Recife e altera o art. 60 da Resolução nº 2.624, de 20 de dezembro de 2016 (Regimento Interno da Câmara Municipal do Recife).",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1032,Resolução,2021-12-20,Outro
Resolução 2759/2021,Cria a Escola do Legislativo do Recife no âmbito da Câmara Municipal do Recife e dá outras providências.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1031,Resolução,2021-12-20,Outro
Resolução 2758/2021,"Institui, no âmbito da Câmara Municipal do Recife, a “Frente Parlamentar para Discussão Acerca da Concessão do Porte de Arma de Fogo aos Agentes de Segurança do Município do Recife”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1029,Resolução,2021-11-16,CalendarioEventos
Resolução 2757/2021,INSTITUI A “FRENTE PARLAMENTAR EM DEFESA DO PLANO DE DRENAGEM DO RECIFE” NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1020,Resolução,2021-11-09,CalendarioEventos
Resolução 2756/2021,INSTITUI O “SELO VALDEMAR DE OLIVEIRA DE EMPRESA AMIGA DA CULTURA” NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1022,Resolução,2021-11-09,CalendarioEventos
Resolução 2755/2021,Dispõe acerca da retomada parcial das Reuniões deliberativas plenárias presenciais e da retomada  das atividades presenciais  nas unidades administrativas na Câmara Municipal do Recife e dá outras providências.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1028,Resolução,2021-11-09,Outro
Resolução 2754/2021,Autoriza o SR. Vereador MARCO AURÉLIO FILHO a se ausentar do País.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1027,Resolução,2021-11-08,AutorizacaoAusencia
Resolução 2753/2021,"Autoriza o Senhor Vereador ERIBERTO RAFAEL, a se ausentar do País.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1026,Resolução,2021-10-26,AutorizacaoAusencia
Resolução 2752/2021,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR DOS DIREITOS E BEM-ESTAR DOS ANIMAIS”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1019,Resolução,2021-10-04,CalendarioEventos
Resolução 2751/2021,"DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO DA CÂMARA DOS VEREADORES DO MUNICÍPIO DO RECIFE, DO NOVO PARLAMENTO JOVEM E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1025,Resolução,2021-09-28,Outro
Resolução 2750/2021,DISPÕE SOBRE O PROCESSO LEGISLATIVO ELETRÔNICO NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1024,Resolução,2021-09-28,Outro
Resolução 2749/2021,"DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO DA CÂMARA DOS VEREADORES DO MUNICÍPIO DO RECIFE, DA ""PROCURADORIA ESPECIAL DA MULHER"" E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1023,Resolução,2021-09-28,Outro
Resolução 2748/2021,"DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, DA “FRENTE PARLAMENTAR DE INOVAÇÃO TECNOLÓGICA, TECNOLOGIA DA INFORMAÇÃO E DAS ECONOMIAS CRIATIVA, COMPARTILHADA E COLABORATIVA”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1018,Resolução,2021-09-27,Outro
Resolução 2747/2021,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR EM DEFESA DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS)”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1016,Resolução,2021-03-21,CalendarioEventos
Resolução 2746/2021,INSTITUI NA CÂMARA MUNICIPAL DO RECIFE A “SEMANA DO MEIO AMBIENTE”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1010,Resolução,2021-03-02,CalendarioEventos
Resolução 2745/2021,"CRIA NO ÂMBITO DO MUNICÍPIO DO RECIFE, O PRÊMIO ARTESÃO DO ANO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1766,Resolução,2021-07-05,Outro
Resolução 2744/2021,"INSTITUI,NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE,A“FRENTE PARLAMENTAR PELO CENTRO DO RECIFE”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1017,Resolução,2021-06-29,CalendarioEventos
Resolução 2743/2021,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR PELA PRIMEIRA INFÂNCIA”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1015,Resolução,2021-06-01,CalendarioEventos
Resolução 2742/2021,"INSTITUI A “FRENTE PARLAMENTAR EM DEFESA DA FAMÍLIA, DA VIDA E DE POLÍTICAS DE DROGAS” NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1009,Resolução,2021-05-24,CalendarioEventos
Resolução 2741/2021,"ACRESCENTA O ART. 264-A, ACRESCENTA O § 2º AO ART. 224, ACRESCENTA O PARÁGRAFO ÚNICO AO ART. 225 E MODIFICA A ALÍNEA “E” DO INCISO II DO ART. 323 DA RESOLUÇÃO Nº 2624, DE 20 DE DEZEMBRO DE2016 REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1767,Resolução,2021-05-18,Outro
Resolução 2740/2021,CRIA A COMISSÃO DE IGUALDADE RACIAL E ENFRENTAMENTO AO RACISMO DA CÂMARA MUNICIPAL DO RECIFE,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1012,Resolução,2021-05-17,Outro
Resolução 2739/2021,ESTABELECE QUE A CÂMARA MUNICIPAL DO RECIFE REALIZE ANUALMENTE CAMPANHA PARA PROMOVER A CONSCIENTIZAÇÃO SOBRE A ALERGIA ALIMENTAR.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1180,Resolução,2021-05-17,Outro
Resolução 2738/2021,INSTITUI A “FRENTE PARLAMENTAR EM DEFESA DA EDUCAÇÃO PÚBLICA MUNICIPAL DE QUALIDADE” NA CIDADE DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1013,Resolução,2021-05-11,CalendarioEventos
Resolução 2737/2021,INSTITUI NA CÂMARA MUNICIPAL DO RECIFE A CAMPANHA “MAIO AMARELO” PARA PROMOVER A CONSCIENTIZAÇÃO SOBRE A ENDOMETRIOSE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1168,Resolução,2021-05-10,CalendarioEventos
Resolução 2736/2021,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR PELA RENDA BÁSICA”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1011,Resolução,2021-03-02,CalendarioEventos
Resolução 2735/2020,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A “FRENTE PARLAMENTAR PELA RENDA MÍNIMA”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1044,Resolução,2020-10-05,CalendarioEventos
Resolução 2734/2020,"MODIFICA A RESOLUÇÃO Nº 2.624, DE 20 DE DEZEMBRO DE 2016, QUE DISPÕE SOBRE O REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE, PARA INCLUIR A CONCESSÃO DA MEDALHA DE MÉRITO “OLEGÁRIA MARIANO”.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1214,Resolução,2020-08-10,ConcessaoMedalha
Resolução 2733/2020,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A FRENTE PARLAMENTAR PELA PRIMEIRA INFÂNCIA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1035,Resolução,2020-06-09,CalendarioEventos
Resolução 2732/2020,"ACRESCENTA OS § 1º E 2º AO ART. 236 DA RESOLUÇÃO Nº 2624, DE 20 DE DEZEMBRO DE 2016, QUE INSTITUI O REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1042,Resolução,2020-05-25,CalendarioEventos
Resolução 2731/2020,MODIFICA TEMPORARIAMENTE O HORÁRIO DAS ORDINÁRIAS DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1043,Resolução,2020-05-09,Outro
Resolução 2730/2020,"AUTORIZA A ADOÇÃO DO SISTEMA DE DELIBERAÇÃO REMOTA, INSTITUÍDO PELA RESOLUÇÃO Nº 2728/2020, PARA A REALIZAÇÃO DAS REUNIÕES DAS COMISSÕES EXECUTIVA, PERMANENTES E TEMPORÁRIAS DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1041,Resolução,2020-04-14,CalendarioEventos
Resolução 2729/2020,MODIFICA TEMPORARIAMENTE O HORÁRIO DAS REUNIÕES ORDINÁRIAS DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1038,Resolução,2020-03-31,Outro
Resolução 2728/2020,INSTITUI O SISTEMA DE DELIBERAÇÃO REMOTA DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1039,Resolução,2020-03-23,CalendarioEventos
Resolução 2727/2020,MODIFICA TEMPORARIAMENTE O HORÁRIO DAS REUNIÕES ORDINÁRIAS DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1037,Resolução,2020-03-16,Outro
Resolução 2726/2019,AUTORIZA O SENHOR VEREADOR ANDRÉ RÉGIS A SE AUSENTAR DO PAÍS ENTRE OS DIAS 13 A 27 DE JANEIRO DE 2020.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1188,Resolução,2019-12-17,AutorizacaoAusencia
Resolução 2725/2019,"OPINA SOBRE A PRESTAÇÃO DE CONTAS DO PREFEITO DA CIDADE DO RECIFE, REFERENTE AO EXERCÍCIO FINANCEIRO DE 2016.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1187,Resolução,2019-12-16,Outro
Resolução 2724/2019,"AUTORIZA O SENHOR VEREADOR ANDRÉ RÉGIS A SE AUSENTAR DO PAÍS, NO PERÍODO DE 15 À 25 DE NOVEMBRO DE 2019, EM VIAGEM PARA AS CIDADES DE LISBOA E PORTO -  PORTUGAL, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO PÚBLICO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1186,Resolução,2019-11-06,AutorizacaoAusencia
Resolução 2723/2019,"AUTORIZA O SENHOR VEREADOR ANDRÉ RÉGIS A SE AUSENTAR DO PAÍS, EM MISSÃO CULTURAL, NO PERÍODO DE 16 À 24/11/19, EM VIAGEM ÀS CIDADES DE LISBOA E PORTO-PORTUGAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1185,Resolução,2019-10-16,AutorizacaoAusencia
Resolução 2722/2019,"AUTORIZA O SENHOR VEREADOR FELIPE FRANCISMAR A SE AUSENTAR DO PAÍS, NO PERÍODO DE 15 À 28/10/19, EM VIAGEM A ALEMANHA E SUIÇA, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1184,Resolução,2019-10-15,AutorizacaoAusencia
Resolução 2721/2019,AUTORIZA O SENHOR VEREADOR ROGÉRIO DE LUCCA A SE AUSENTAR DO PAÍS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1182,Resolução,2019-10-14,AutorizacaoAusencia
Resolução 2720/2019,ALTERA O CAPUT DO ARTIGO 242 DO REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE E INCLUI OS PARÁGRAFOS §1º E §2º AO MESMO ARTIGO.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1199,Resolução,2019-10-07,Outro
