inicio_titulo,autor,summary,link,published
Parecer 69/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) Nº 50/2021, DISPÕE SOBRE A AÇÃO PREVENTIVA DENOMINADA &#8220;PRÉ-NATAL MASCULINO&#8221; NO MUNICÍPIO DO RECIFE, PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105078,05/04/2021
Parecer 68/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) N.º 57/2021, QUE DISPÕE SOBRE A OBRIGATORIEDADE DA DIVULGAÇÃO DE MENSAGENS DE COMBATE À VIOLÊNCIA CONTRA A MULHER, DURANTE A REALIZAÇÃO DE EVENTOS ESPORTIVOS NOS ESTÁDIOS DE FUTEBOL, NO MUNICÍPIO DO RECIFE; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105075,05/04/2021
Parecer 67/2021,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO ORDINÁRIA (PLO) Nº 53/2021, QUE &#8220;ESTABELECE A OBRIGATORIEDADE DE INSTALAÇÃO DE CORRIMÃO NAS ESCADARIAS E LADEIRAS NAS COMUNIDADES DO RECIFE.&#8221;; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105073,05/04/2021
Parecer 66/2021,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO ORDINÁRIA (PLO) Nº 51/2021, QUE &#8220;OBRIGA OS PAIS OU RESPONSÁVEIS A APRESENTAR A CADERNETA DE SAÚDE DA CRIANÇA NO ATO DA MATRÍCULA EM ESTABELECIMENTOS DE ENSINO PÚBLICO E PRIVADO LOCALIZADOS NO MUNICÍPIO DO RECIFE.&#8221;; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105070,05/04/2021
Parecer 65/2021,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) N.º 12/2021, QUE
&#8220;CRIA O &#8220;PROGRAMA MUNICIPAL DE PREVENÇÃO AO SUICÍDO E DE PROMOÇÃO DO DIREITO AO ACESSO À SAÙDE MENTAL ENTRE JOVENS E ADOLESCENTES E DÀ OUTRAS PROVIDÊNCIAIS.&#8221; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105066,05/04/2021
Parecer 64/2021,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE RESOLUÇÃO (PRES) Nº 11/2021, QUE INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A &#8220;FRENTE PARLAMENTAR PELA PRIMEIRA INFÂNCIA&#8221;; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105065,05/04/2021
Parecer 63/2021,Felipe Alecrim,"DA COMISSÃO DE POLÍTICAS PÚBLICAS DA JUVENTUDE SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) N.º 27/2019, QUE DISPÕE SOBRE A OBRIGATORIEDADE DA INCLUSÃO DE AVALIAÇÃO PSICOLÓGICA AOS ALUNOS DA REDE MUNICIPAL DE ENSINO, PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=105064,05/04/2021
Parecer 62/2021,None,"COMISSÃO DE EDUCAÇÃO CULTURA TURISMO E ESPORTES,SOBRE O PROJETO DE RESOLUÇÃO 006/2021,QUE INSTITUI A FRENTE PARLAMENTAR EM DEFESA DA EDUCAÇÃO PÚBLICA MUNICIPAL DE QUALIDADE NA CIDADE DO RECIFE.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104949,30/03/2021
Parecer 61/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES SOBRE O PROJETO DE DECRETO LEGISLATIVO  (PDL) N.º 03/2021, DISPÕE SOBRE CONCEDER O TÍTULO DE CIDADÃO DO RECIFE AO DELEGADO DE POLÍCIA DIOGO GONÇALVES BEM. PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104945,30/03/2021
Parecer 60/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES SOBRE O PROJETO DE LEI    ORDINÁRIA(PLO) N.º 03/2021, QUE DENOMINAR-SE-Á &#8220;DR. ASSUERO GOMES&#8221; O PRÓXIMO HOSPITAL   PARA ATENDIMENTO DA POPULAÇÃO INFANTIL A SER INAUGURADO NO MUNICÍPIO DO RECIFE. PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104942,30/03/2021
Parecer 59/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES, SOBRE O PROJETO DE LEI  ORDINÁRIA 01/2021 QUE DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DO RECIFE O &#8220;MOVIMENTO BREGA&#8221;,PELA APROVAÇÃO",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104939,30/03/2021
Parecer 58/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES SOBRE O PROJETO DE DECRETO LEGISLATIVO  (PDL) N.º 01/2021, DISPÕE SOBRE CONCEDER O TÍTULO DE CIDADÃO DO RECIFE AO EX-VEREADOR   ANTÔNIO DE OLIVEIRA.PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104936,30/03/2021
Parecer 57/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA(PLO) Nº15/2021, QUE DISPÕE SOBRE A OBRIGATORIEDADE DOS PLANOS DE SAÚDE MÉDICOS E ODONTOLÓGICOS PRESTAREM ASSISTÊNCIA E ORIENTAÇÃO AO CONSUMIDOR;PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104927,30/03/2021
Parecer 56/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE RESOLUÇÃO (PRES) Nº 03/2021, QUE  INSTITUI,NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE,&#8220;A SEMANA DO MEIO AMBIENTE&#8221;, PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104923,30/03/2021
Parecer 55/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA PLO Nº 28/2021, QUE DISPÕE SOBRE A INSTITUIÇÃO DE CURSOS GRATUITOS DESTINADOS À MULHER GESTANTE SOBRE   CUIDADOS E ATENDIMENTOS EMERGENCIAIS ÀS CRIANÇAS DE 0 (ZERO) A 6 (SEIS) ANOS NO MUNICÍPIO DO RECIFE; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104919,30/03/2021
Parecer 54/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) Nº 12/2021, CRIA O &#8220;PROGRAMA MUNICIPAL DE PREVENÇÃO AO SUICÍDIO E DE PROMOÇÃO DO DIREITO AO ACESSO À SAÚDE MENTAL ENTRE JOVENS E ADOLESCENTES&#8221;;PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104913,30/03/2021
Parecer 53/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA, SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) Nº 02/2021,  QUE: &#8220;DISPÕE SOBRE A IMPLANTAÇÃO DE APLICATIVO PARA AGENDAMENTO, CONFIRMAÇÃO E CANCELAMENTO DE CONSULTAS E EXAMES PELOS USUÁRIOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE&#8221;;PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104910,30/03/2021
Parecer 52/2021,None,"COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) N.º 10/2021,QUE&#8220;PROÍBE,NO MUNICÍPIO DO RECIFE,O FORNECIMENTO DE PRODUTOS DE PLÁSTICO DE USO ÚNICO A CLIENTES EM ESTABELECIMENTOS COMERCIAIS E EM EVENTOS QUE ESPECIFICA&#8221;;PELA APROVAÇÃO",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104909,30/03/2021
Parecer 51/2021,None,"COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO)N.º 2/2021,QUE “DISPÕE SOBRE A IMPLANTAÇÃO DE APLICATIVO PARA AGENDAMENTO, CONFIRMAÇÃO E CANCELAMENTO DE CONSULTAS E EXAMES PELOS USUÁRIOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE.”;PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104908,30/03/2021
Parecer 50/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES, SOBRE O PROJETO DE LEI  ORDINÁRIA19/2021QUEDISPÕE SOBRE A CRIAÇÃO E A IMPLANTAÇÃO DE CLÍNICA-ESCOLA PARA PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA (TEA) NO MUNICÍPIO DO RECIFE. PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104906,30/03/2021
Parecer 49/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA, SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) Nº19/2021, QUE DISPÕE SOBRE A CRIAÇÃO E IMPLANTAÇÃO DE CLÍNICA ESCOLA PARA PESSOAS COM TRANSTORNO DO  ESPECTRO AUTISTA (TEA) NO MUNICÍPIO DO RECIFE; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104903,30/03/2021
Parecer 48/2021,None,"COMISSÃO DE EDUCAÇÃO, CULTURA, TURISMO E ESPORTES SOBRE O PROJETO DE RESOLUÇÃO (PRES)Nº01/2021,QUE,INSTITUI A &#8220;MEDALHA DE MÉRITO DO LEGISLATIVO VEREADOR CARLOS  GUEIROS&#8221; NO ÂMBITO DO MUNICÍPIO DO RECIFE.PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104900,30/03/2021
Parecer 47/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA, SOBRE O PROJETO DE RESOLUÇÃO(PRES) Nº1/2021, QUE INSTITUI A &#8220;MEDALHA DE MÉRITO DO LEGISLATIVO VEREADOR CARLOS GUEIROS&#8221; NO ÂMBITO DO MUNICÍPIO DO RECIFE; PELA APROVAÇÃO",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104899,30/03/2021
Parecer 46/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 08/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112426,30/03/2021
Parecer 45/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 04/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112424,26/08/2021
Parecer 44/2021,None,PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO OPINANDO PELA APROVAÇÃO DO PLE 8/2021.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104731,25/03/2021
Parecer 43/2021,None,PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO PELA APROVAÇÃO DO PLE 4/2021.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104730,25/03/2021
Parecer 42/2021,None,PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PLE 08/2021.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104729,25/03/2021
Parecer 41/2021,None,PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PLE Nº 04/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104728,25/03/2021
Parecer 40/2021,None,PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PRES 05/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104723,24/03/2021
Parecer 39/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 07/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112435,26/08/2021
Parecer 38/2021,None,"COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO Nº  07/2021,QUE&#8220;INSTITUI, NO ÂMBITO DO MUNICÍPIO DO RECIFE, O AUXÍLIO MUNICIPAL EMERGENCIAL PARA SOCORRER E ASSISTIR FAMÍLIAS EM SITUAÇÃO DE POBREZA EM RAZÃO DO ESTADO DE  CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA DE COVID-19.&#8221;;PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104662,23/03/2021
Parecer 37/2021,None,"COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI DO EXECUTIVO N.º 07/2021, INSTITUI, NO ÂMBITO DO MUNICÍPIO DO RECIFE, O AUXÍLIO MUNICIPAL EMERGENCIAL PARA  SOCORRER E ASSISTIR FAMÍLIAS EM SITUAÇÃO DE POBREZA, EM RAZÃO DO ESTADO DE CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA DE COVID-19.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104661,23/03/2021
Parecer 36/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO 65/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112432,15/03/2021
Parecer 34/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 05/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112413,26/08/2021
Parecer 33/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 03/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=112419,26/08/2021
Parecer 32/2021,None,"PARECER Nº 32/2021, DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA, OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI Nº 03/2021, DE AUTORIA DO CHEFE DO PODER EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104410,12/03/2021
Parecer 31/2021,None,"PARECER Nº 31/2021, DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA,AOP.L. 05/2021, DE AUTORIA DO EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104382,12/03/2021
Parecer 30/2021,Natália de Menudo,"PARECER Nº 30/2021, DA COMISSÃO DE SAÚDE, OPINANDO PELA APROVAÇÃO DO PROJETO DE LEI Nº 05/2021, DE AUTORIA DO CHEFE DO PODER EXECUTIVO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104369,11/03/2021
Parecer 29/2021,None,"PARECER AO PROJETO DE LEI Nº 06/2021 QUE DISPÕE SOBRE A PUBLICAÇÃO DE LISTA DE ESPERA DOS PACIENTES QUE AGUARDAM POR CONSULTAS, EXAMES, INTERVENÇÕES CIRÚRGICAS E OUTROS PROCEDIMENTOS NOS ESTABELECIMENTOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE DO RECIFE. PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104367,11/03/2021
Parecer 28/2021,None,PARECER DA COMISSÃO DE SAÚDE AO PROJETO DE LEI N° 18/2021 QUE DISPÕE SOBRE A DIVULGAÇÃO DA RELAÇÃO DOS MEDICAMENTOS DISPONÍVEIS NA REDE PÚBLICA MUNICIPAL DE SAÚDE E DÁ OUTRAS PROVIDÊNCIAS. PELA APROVAÇÃO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104366,11/03/2021
Parecer 27/2021,None,"PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 5/2021, QUE &#8220;RATIFICA PROTOCOLO DE INTENÇÕES FIRMADO ENTRE MUNICÍPIOS BRASILEIROS, COM A FINALIDADE DE ADQUIRIR VACINAS PARA COMBATE À PANDEMIA DO CORONAVÍRUS, MEDICAMENTOS, INSUMOS, EQUIPAMENTOS E SERVIÇOS NA ÁREA DA SAÚDE&#8221;; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104361,11/03/2021
Parecer 26/2021,None,"PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) Nº 3/2021, QUE &#8220;ALTERA OS ARTS. 1º, 4º E 11, DA LEI MUNICIPAL Nº 18.276, DE 2 DEDEZEMBRO DE 2016.&#8221;; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104360,11/03/2021
Parecer 25/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PRES 02/2021, INSTITUI A &#8220;FRENTE PARLAMENTAR EM DEFESA DA FAMÍLIA, DA VIDA E DE POLÍTICAS DE DROGAS&#8221; NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE; PELA APROVAÇÃO, COM EMENDA MODIFICATIVA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104450,15/03/2021
Parecer 24/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PLO 199/2020, QUE OBRIGA AS INSTITUIÇÕES DE SAÚDE, NO ÂMBITO DO MUNICÍPIO DO RECIFE, A PROMOVER ORIENTAÇÃO SOBRE AS DOENÇAS RARAS NÃO DETECTÁVEIS PELO TESTE DE TRIAGEM NEONATAL (TESTE DO PEZINHO)""; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104269,08/03/2021
Parecer 23/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA N.º 11/2021, QUE INSTITUI A &#8220;SEMANA DE PREVENÇÃO A BRINCADEIRAS PERIGOSAS&#8221; NAS ESCOLAS DAS REDES PÚBLICA E PRIVADA DE ENSINO NO ÂMBITO DO MUNICÍPIO DO RECIFE; PELA REJEIÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104268,08/03/2021
Parecer 22/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PLO 09/2021, QUE INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A ""SEMANA DA DOAÇÃO DE LIVROS""; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104266,08/03/2021
Parecer 21/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI (PLO) N.º 6/2021, QUE DISPÕE SOBRE A PUBLICAÇÃO DE LISTA DE ESPERA DOS PACIENTES QUE AGUARDAM POR CONSULTAS, EXAMES, INTERVENÇÕES CIRÚRGICAS E OUTROS PROCEDIMENTOS NOS ESTABELECIMENTOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE DO RECIFE. PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104263,08/03/2021
Parecer 20/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA N.º 5/2021, QUE INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O &#8220;DIA MUNICIPAL DO ADVOGADO PREVIDENCIÁRIO&#8221; ; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104261,08/03/2021
Parecer 19/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIO (PLO) Nº 04/2021, QUE: &#8220;DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DO RECIFE O RITMO MUSICAL FORRÓ&#8221;; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104259,08/03/2021
Parecer 18/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIO Nº 3/2021, DENOMINAR-SE-Á &#8220;DR. ASSUERO GOMES&#8221; O HOSPITAL DA CRIANÇA A SER INAUGURADO NO MUNICÍPIO DO RECIFE; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104256,08/03/2021
Parecer 17/2021,None,DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI ORDINÁRIA Nº 01/ 2021 QUE &#8220;DECLARA PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DO RECIFE O &#8220;MOVIMENTO BREGA&#8221;; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104255,08/03/2021
Parecer 16/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PDL 42/2020, QUE CONCEDE A MEDALHA DE MÉRITO JOSÉ MARIANO A CLÁUDIO JOSÉ SÁ LEITÃO; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104199,08/03/2021
Parecer 15/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE PDL 05/2021, QUE CONCEDE A MEDALHA DE MÉRITO OLEGÁRIA MARIANO À SRA. VERA REGINA PAULA BARONI; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104197,08/03/2021
Parecer 14/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE DECRETO DO LEGISLATIVO (PDL) N.º 03/2021, QUE: &#8220;CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO DELEGADO DE POLÍCIA DIOGO GONÇALVES BEM&#8221;; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104196,08/03/2021
Parecer 13/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA, SOBRE O PROJETO DE DECRETO LEGISLATIVO (PDL) N.º 02/2021, QUE DISPÕE SOBRE A CONCESSÃO DE MEDALHA DE MÉRITO JOSÉ MARIANO AO SENHOR ALBERTO FERREIRA DA COSTA. PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104194,08/03/2021
Parecer 12/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE PDL 01/2021, QUE CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO EX-VEREADOR ANTÔNIO DE OLIVEIRA; PELA APROVAÇÃO ATRAVÉS DO SISTEMA DE DELIBERAÇÃO REMOTA - MEMO Nº 06/2021-CLJ.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104189,08/03/2021
Parecer 11/2021,None,PARECER DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE 02/2021,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104037,02/03/2021
Parecer 10/2021,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO 160/20 DE AUTORIA DO VEREADOR SAMUEL SALAZAR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=104039,02/03/2021
Parecer 9/2021,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 02/2021, QUE INSTITUI O PROGRAMA CRÉDITO POPULAR DO RECIFE, COMO INSTRUMENTO DE PROMOÇÃO DA INCLUSÃO PRODUTIVA E DO DESENVOLVIMENTO SUSTENTÁVEL, GERAÇÃO DE OCUPAÇÃO E RENDA ENTRE OS EMPREENDEDORES INDIVIDUAIS, FORMAIS OU INFORMAIS, MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E ORGANIZAÇÕES ECONÔMICAS DE CARÁTER COLETIVO E SOLIDÁRIO, ATRAVÉS DA CONCESSÃO DE MICROCRÉDITO E CAPACITAÇÃO EMPREENDEDORA; REGIME DE URGÊNCIA; PELA APROVAÇÃO COM EMENDAS DE RELATORIA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=103990,26/02/2021
