inicio_titulo,autor,summary,link,published
Parecer 1048/2019,None,"DA COMISSÃO DE PLANEJAMENTO URBANO E OBRAS SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) Nº 39/2019, QUE ALTERA ZONEAMENTO DA CIDADE, INSTITUINDO ZONA ESPECIAL DE INTERESSE SOCIAL II - ZEIS II. PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93380,06/12/2019
Parecer 1047/2019,None,PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA OPINANDO PELA APROVAÇÃO DO PLE Nº 39/2019.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93358,06/12/2019
Parecer 1046/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PLO 216/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93345,05/12/2019
Parecer 1045/2019,None,PARECER DA CFO PELA REJEIÇÃO DO PLO 255/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93344,05/12/2019
Parecer 1044/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PLO 260/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93343,05/12/2019
Parecer 1043/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PLO 267/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93342,05/12/2019
Parecer 1042/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PRES 44/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93341,05/12/2019
Parecer 1041/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PLO 239/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93338,05/12/2019
Parecer 1040/2019,None,PARECER DA CFO PELA REJEIÇÃO DO PLO 223/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93337,05/12/2019
Parecer 1039/2019,None,PARECER DA CFO PELA REJEIÇÃO DO PLO 127/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93336,05/12/2019
Parecer 1038/2019,None,PARECER DA CFO PELA APROVAÇÃO DO PLO 242/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93335,05/12/2019
Parecer 1037/2019,None,PARECER DA CFO PELA REJEIÇÃO DO PLO 232/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93340,05/12/2019
Parecer 1036/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO PLE N.º 39/2019, QUE ALTERA O ZONEAMENTO DA CIDADE, INSTITUINDO ZONA ESPECIAL DE INTERESSE SOCIAL II &#8211; ZEIS II; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93328,04/12/2019
Parecer 1035/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 38/2019, QUE AUTORIZA O PREFEITO DA CIDADE DO RECIFE A ASSINAR ACORDOS COM ESCRITÓRIO DAS NAÇÕES UNIDAS SOBRE DROGAS E CRIME - UNODC; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93327,04/12/2019
Parecer 1034/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) Nº 37/2019, QUE DISPÕE SOBRE A ESTRUTURA ORGÂNICA DO PROCON RECIFE, O FUNDO MUNICIPAL DE DEFESA DO CONSUMIDOR – FUNDEC, REVOGA A LEI Nº 16.695, DE 5 DE OUTUBRO DE 2001, E DÁ OUTRAS PROVIDÊNCIAS; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93326,04/12/2019
Parecer 1033/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 28/2019, QUE DÁ NOVA REDAÇÃO AO ARTIGO 6º, DA LEI Nº 17.103, DE 06 DE JULHO DE 2005; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93324,04/12/2019
Parecer 1032/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 269/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93312,04/12/2019
Parecer 1031/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 264/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93311,04/12/2019
Parecer 1030/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 237/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93310,04/12/2019
Parecer 1029/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 359/2017,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93309,04/12/2019
Parecer 1028/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 344/2017,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93308,04/12/2019
Parecer 1027/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PRES 35/2018.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93304,04/12/2019
Parecer 1026/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 55/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93301,04/12/2019
Parecer 1025/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 53/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93297,04/12/2019
Parecer 1024/2019,None,PARECER OPINANDO PELA APROVAÇÃO DO PDL 52/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93293,04/12/2019
Parecer 1023/2019,None,PARECER OPINANDO PELA APROVAÇÃO DO PLO 276/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93292,04/12/2019
Parecer 1022/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 280/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93291,04/12/2019
Parecer 1021/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 32/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93287,04/12/2019
Parecer 1020/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 37/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93286,04/12/2019
Parecer 1019/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLE 38/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93285,04/12/2019
Parecer 1018/2019,None,PARECER FINAL DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO Nº 263/19 DE AUTORIA DO VEREADOR AERTO LUNA,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93331,03/12/2019
Parecer 1017/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO, SOBRE O PROJETO DE LEI ORDINÁRIA N.º 263/2019, INSTITUI, NO CALENDÁRIO DE EVENTOS DO MUNICÍPIO DO RECIFE, O DIA MUNICIPAL DE COMBATE À INTOLERÂNCIA RELIGIOSA&#8221;; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93200,29/11/2019
Parecer 1016/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE PROJETO DE LEI ORDINÁRIA PLO N.º 222/2019, QUE INSTITUI A &#8220;CAMPANHA MUNICIPAL DE PREVENÇÃO E CONSCIENTIZAÇÃO DA SÍNDROME OU TRANSTORNO DO PÂNICO&#8221;, A SER REALIZADA ANUALMENTE NA PRIMEIRA SEMANA DO MÊS DE SETEMBRO, NA FORMA QUE INDICA; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93170,28/11/2019
Parecer 1015/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE PROJETO DE LEI ORDINÁRIA PLO N.º 238/2019, QUE DISPÕE SOBRE A ACEITAÇÃO, PELAS CONCESSIONÁRIAS DO SERVIÇO PÚBLICO DE TRANSPORTE COLETIVO DE PASSAGEIROS, DO PAGAMENTO DA TARIFA POR MEIO DE CARTÃO DE DÉBITO E DE CRÉDITO; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93169,28/11/2019
Parecer 1014/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) 259/2019, QUE ALTERA O ANEXO III DA LEI MUNICIPAL Nº 18.509, DE 23 DE JULHO DE 2018, QUE INSTITUI O PLANO DE CARGOS, CARREIRA, DESENVOLVIMENTO E VENCIMENTOS &#8211; PCCDV DO GRUPO OCUPACIONAL DE APOIO AO MAGISTÉRIO, E DÁ OUTRAS PROVIDÊNCIAS; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93168,28/11/2019
Parecer 1013/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) 254/2019, QUE DISPÕE SOBRE A RESERVA DE PERCENTUAL DAS VAGAS DE TRABALHO EM SERVIÇOS E OBRAS PÚBLICAS PARA PESSOAS MATRICULADAS NA EDUCAÇÃO DE JOVENS E ADULTOS (EJA) NO MUNICÍPIO DO RECIFE; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93167,28/11/2019
Parecer 1012/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) 265/2019, QUE INSTITUI O PROGRAMA DE VALORIZAÇÃO DOS PROFISSIONAIS DO SISTEMA DE LIMPEZA PÚBLICA URBANA DO MUNICÍPIO DO RECIFE; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93166,28/11/2019
Parecer 1011/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE PROJETO DE LEI ORDINÁRIA PLO N.º 241/2019, QUE DISPÕE SOBRE A PROIBIÇÃO DE ALIMENTAÇÃO E/OU MANUTENÇÃO DE ABRIGO PARA POMBOS URBANOS (COLUMBA LIVIA - VARIEDADE DOMÉSTICA) NO ÂMBITO DO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93165,28/11/2019
Parecer 1010/2019,None,"DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI ORDINÁRIA (PLO) 277/2019, QUE DISPÕE SOBRE A QUALIFICAÇÃO DO TURISMO NO MUNICÍPIO DO RECIFE POR MEIO DA PROMOÇÃO DE CURSOS DE CAPACITAÇÃO PARA JOVENS E ADULTOS NAS ÁREAS DE RECEPÇÃO, APOIO AO TURISTA E DIFUSÃO CULTURAL; PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93164,28/11/2019
Parecer 1009/2019,None,"DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI (PLO) N.º 287/2019, QUE DISPÕE SOBRE A INSTITUIÇÃO DE CONSELHOS PARTICIPATIVOS EM PARQUES MUNICIPAIS NO ÂMBITO DO MUNICÍPIO DO RECIFE. PELA REJEIÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93163,28/11/2019
Parecer 1008/2019,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 35/2019 DE AUTORIA DO PODER EXECUTIVO MUNICIPAL,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93157,28/11/2019
Parecer 1007/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PELOR Nº 82/2019DE AUTORIA DA VER. ANA LÚCIA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93145,26/11/2019
Parecer 1006/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 296/2019 DE AUTORIA DO VER. ADERALDO PINTO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93078,26/11/2019
Parecer 1005/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 290/2019 DE AUTORIA ALINE MARIANO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93077,26/11/2019
Parecer 1004/2019,None,"PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 36/2019, QUE ALTERA DISPOSITIVOS DA LEI Nº 15.563, DE 27 DE DEZEMBRO DE 1991 - CÓDIGO TRIBUTÁRIO MUNICIPAL, DA LEI Nº 18.276, DE 2 DEZEMBRO DE 2016 E DA LEI Nº 17.944, DE 9 DEZEMBRO DE 2013; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93095,26/11/2019
Parecer 1003/2019,None,"PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI DO EXECUTIVO (PLE) N.º 36/2019, QUE: &#8220;ALTERA DISPOSITIVOS DA LEI Nº 15.563, DE 27 DE DEZEMBRO DE 1991 - CÓDIGO TRIBUTÁRIO MUNICIPAL, DA LEI Nº 18.276, DE 2 DEZEMBRO DE 2016 E DA LEI Nº 17.944, DE 9 DEZEMBRO DE 2013.&#8221;; REGIME ORDINÁRIO; PELA APROVAÇÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93093,26/11/2019
Parecer 1002/2019,None,"PARECER DA COMISSÃO DE FINAÇAS E ORÇAMENTO SOBRE O PROJETO DE LEI DO EXECUTIVO PLE N.º 35/2019, QUE CRIA CARGOS PÚBLICOS EFETIVOS NO ÂMBITO DA SECRETARIA DE SAÚDE DO MUNICÍPIO DO RECIFE, ALTERA DISPOSITIVOS DA LEI Nº 18.592, DE 20 DE JUNHO DE 2019, DA LEI Nº 18.504, DE 5 DE JULHO DE 2018, DA LEI Nº 17.772, DE 16 DE JANEIRO DE 2012, DA LEI Nº 17.732, DE 29 DE AGOSTO DE 2011, INSTITUI A COMISSÃO PERMANENTE DE APURAÇÃO E APLICAÇÃO DE PENALIDADES, E DÁ OUTRAS PROVIDÊNCIAS; PELA APROVAÇÃO, COM EMENDA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93094,26/11/2019
Parecer 1001/2019,None,"PARECER DA COMISSÃO DE LEGISLAÇÃO E JUSTIÇA SOBRE O PROJETO DE LEI DO EXECUTIVO PLE N.º 35/2019, QUE CRIA CARGOS PÚBLICOS EFETIVOS NO ÂMBITO DA SECRETARIA DE SAÚDE DO MUNICÍPIO DO RECIFE, ALTERA DISPOSITIVOS DA LEI Nº 18.592, DE 20 DE JUNHO DE 2019, DA LEI Nº 18.504, DE 5 DE JULHO DE 2018, DA LEI Nº 17.772, DE 16 DE JANEIRO DE 2012, DA LEI Nº 17.732, DE 29 DE AGOSTO DE 2011, INSTITUI A COMISSÃO PERMANENTE DE APURAÇÃO E APLICAÇÃO DE PENALIDADES, E DÁ OUTRAS PROVIDÊNCIAS; PELA APROVAÇÃO, COM EMENDA.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93092,26/11/2019
Parecer 1000/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO N: 285/2019 DE AUTORIA DO VER. SAMUEL SALAZAR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93075,26/11/2019
Parecer 999/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO N: 284/2019 DE AUTORIA DA VER. GORETTI QUEIROZ.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93074,26/11/2019
Parecer 998/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 284/2019 DE AUTORIA DA VER. GORETTI QUEIROZ.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93073,26/11/2019
Parecer 997/2019,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 26/2019 DE AUTORIA DO PODER EXECUTIVO MUNICIPAL,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93155,28/11/2019
Parecer 996/2019,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLE Nº 25/2019 DE AUTORIA DO PODER EXECUTIVO MUNICIPAL.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93154,28/11/2019
Parecer 995/2019,None,PARECER FINAL DA COMISSÃO DE REDAÇÃO OPINANDO PELA APROVAÇÃO DO PLO Nº 187/2019 DE AUTORIA DO VEREADOR ALMIR FERNANDO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93153,28/11/2019
Parecer 994/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 296/2019 DE AUTORIA DO VER. ADERALDO PINTO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93115,26/11/2019
Parecer 993/2019,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO  DO SUBSTITUTIVO SUGERIDO PELA CLJ, AO PLO 238/2019 DE AUTORIA DO VER. ALMIR FERNANDO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93072,26/11/2019
Parecer 992/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 282/2019 DE AUTORIA DO VER. HÉLIO GUABIRABA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93069,26/11/2019
Parecer 991/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 281/2019 DE AUTORIA DO VER. RODRIGO COUTINHO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93068,26/11/2019
Parecer 990/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 278/2019 DE AUTORIA DO VER. RODRIGO COUTINHO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93067,26/11/2019
Parecer 989/2019,None,"PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO N: 266/2019, DE AUTORIA DA VER. GORETTI QUEIROZ, COM EMENDA SUPRESSIVA PROPOSTA PELA RELATORIA DA CITADA COMISSÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93064,26/11/2019
Parecer 988/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 288/2019 DE AUTORIA DO VER. SAMUEL SALAZAR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93076,26/11/2019
Parecer 987/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 277/2019 DE AUTORIA DO VER. RODRIGO COUTINHO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93058,26/11/2019
Parecer 986/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO N:275/2019 DE AUTORIA DO VER. ALMIR FERNANDO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93051,26/11/2019
Parecer 985/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 275/2019 DE AUTORIA DO VER. ALMIR FERNANDO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93047,26/11/2019
Parecer 984/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 269/2019 DE AUTORIA DO VER. JAYME ASFORA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93045,26/11/2019
Parecer 983/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 266/2019 DE AUTORIA DA VER. GORETTI QUEIROZ.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93043,26/11/2019
Parecer 982/2019,None,PARECER DA CLJ OPINANDO PELA REJEIÇÃO DO PLO 265/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93039,25/11/2019
Parecer 981/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO 263/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93038,25/11/2019
Parecer 980/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 260/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93037,25/11/2019
Parecer 979/2019,None,PARECER OPINANDO PELA APROVAÇÃO DO PLO 252/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93036,25/11/2019
Parecer 978/2019,None,PARECER OPINANDO PELA REJEIÇÃO DO PLO 249/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93035,25/11/2019
Parecer 977/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 247/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93034,25/11/2019
Parecer 976/2019,None,PARECER OPINANDO PELA REJEIÇÃO DO PLO 243/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93033,25/11/2019
Parecer 975/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 242/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93031,25/11/2019
Parecer 974/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO 215/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93026,25/11/2019
Parecer 973/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PDL Nº 51/2019 DE AUTORIA DO VER. JUNIOR BOCÃO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93060,22/11/2019
Parecer 972/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 196/19 DE AUTORIA DO VER. JAYME ASFORA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92981,21/11/2019
Parecer 971/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PROJ.RESOLUÇÃO Nº 48/2019 DE AUTORIA DO VER. SAMUEL SALAZAR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92978,21/11/2019
Parecer 970/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PROJETO DE RESOLUÇÃO Nº 44/2019 DE AUTORIA DO VER. BENJAMIM DA SAÚDE.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92976,21/11/2019
Parecer 969/2019,None,"PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 31/2019 DE AUTORIA DO VER. RINALDO JUNIOR, COM EMENDA MODIFICATIVA PROPOSTA PELA RELATORIA DA COMISSÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92975,21/11/2019
Parecer 968/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO N: 29/2019 DE AUTORIA DO VER. ROGÉRIO DE LUCCA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92974,21/11/2019
Parecer 967/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO PDL Nº 48/2019 DE AUTORIA DO VEREADOR FELIPE FRANCISMAR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92941,20/11/2019
Parecer 966/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PDL Nº 47/2019 DE AUTORIA DO VER. GILBERTO ALVES.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92940,20/11/2019
Parecer 965/2019,None,"PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO OPINANDO PELA APROVAÇÃO, COM EMENDAS DE AUTORIA DE VÁRIOS VEREADORES E, SUBEMENDAS A EMENDAS PROPOSTAS PELA RELATORIA DA SUPRACIDADA COMISSÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92939,20/11/2019
Parecer 964/2019,None,"PARECER DA COMISSÃO DE FINANÇAS E ORÇAMENTO OPINANDO PELA APROVAÇÃO DO PLE 25/19-PPA, COM EMENDAS DE AUTORIA DE DIVERSOS VEREADORES E SUBEMENDAS A EMENDAS PROPOSTAS PELA RELATORIA DA SUPRACITADA COMISSÃO.",https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92938,20/11/2019
Parecer 963/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 283/2019 DE AUTORIA DO VER. JOÃO DA COSTA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92916,19/11/2019
Parecer 962/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 250/2019 DE AUTORIA DA VER. ANA LÚCIA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92915,19/11/2019
Parecer 961/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 233/2019 DE AUTORIA DA VER. ALINE MARIANO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92914,19/11/2019
Parecer 960/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PDL 51/2019 DE AUTORIA DO VER. JÚNIOR BOCÃO.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92913,19/11/2019
Parecer 959/2019,None,PARECER DA CLJ OPINANDO PELA APROVAÇÃO DO PLO 173/2018 DE AUTORIA DO VER. RINALDO JUNIOR.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92912,19/11/2019
Parecer 958/2019,None,PARECER DA CECTE OPINANDO PELA APROVAÇÃO DO PLO Nº 283/2019 DE AUTORIA DO JO ÃO DA COSTA.,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92877,18/11/2019
