titulo,link,ementa,materia_originaria,link_materia,autoria,situacao,titulo_normalizado
"Lei Ordinária nº 18760, de 28/10/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=170,"DENOMINA DE ""PRAÇA DE EVENTOS EDMILSON RODRIGUES DE FRANÇA"" A PRAÇA DE EVENTOS EXISTENTE NA LAGOA DO ARAÇÁ, NO MUNICÍPIO DO RECIFE.",,,,Em vigor,Lei Ordinária 18760/2020
"Lei Ordinária nº 18759, de 27/10/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=171,"DECLARA DE UTILIDADE PÚBLICA, NO ÂMBITO DO MUNICÍPIO DO RECIFE, A FEDERAÇÃO DE ÓRGÃOS PARA ASSISTÊNCIA SOCIAL E EDUCACIONAL (FASE).",PLO 117/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=97300,Ivan Moraes,Em vigor,Lei Ordinária 18759/2020
"Lei Ordinária nº 18758, de 27/10/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=173,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A ""SEMANA MUNICIPAL DE SENSIBILIZAÇÃO À PERDA GESTACIONAL, NEONATAL E INFANTIL"".",PLO 322/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93601,Samuel Salazar,Em vigor,Lei Ordinária 18758/2020
"Lei Ordinária nº 18757, de 30/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=180,"DISPÕE SOBRE O ACOMPANHAMENTO PSICOLÓGICO PARA AS MÃES DE NATIMORTO E AS MÃES COM ÓBITO FETAL, NO ÂMBITO DA CIDADE DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.",PLO 96/2018,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=80001,Aline Mariano,Revogada,Lei Ordinária 18757/2020
"Lei Ordinária nº 18756, de 30/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=184,OBRIGA OS CONDUTORES DOS VEÍCULOS DO SISTEMA DE TRANSPORTE PÚBLICO DE PASSAGEIROS DO RECIFE A SOCORRER DE IMEDIATO QUALQUER PASSAGEIRO COM SINAIS VITAIS COMPROMETIDOS OU MAL SÚBITO.,PLO 203/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=89474,Almir Fernando,Em vigor,Lei Ordinária 18756/2020
"Lei Ordinária nº 18755, de 28/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=186,DISPÕE SOBRE A PROIBIÇÃO DE ALIMENTAÇÃO E/OU MANUTENÇÃO DE ABRIGO PARA POMBOS URBANOS (COLUMBA LIVIA - VARIEDADE DOMÉSTICA) NO ÂMBITO DO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,PLO 241/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=90498,André Régis,Em vigor,Lei Ordinária 18755/2020
"Lei Ordinária nº 18754, de 28/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=187,INSTITUI O MÊS “MAIO LARANJA” E O “DIA MUNICIPAL DE COMBATE AO ABUSO E À EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES” NO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,PLO 164/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=88384,Almir Fernando,Em vigor,Lei Ordinária 18754/2020
"Lei Ordinária nº 18753, de 28/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=188,DISPÕE SOBRE A IDENTIFICAÇÃO DE PREPOSTOS DE EMPRESAS PRESTADORAS DE SERVIÇOS NO ÂMBITO DO MUNICÍPIO DO RECIFE.,PLO 317/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93370,Almir Fernando,Em vigor,Lei Ordinária 18753/2020
"Lei Ordinária nº 18752, de 17/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=189,"PROÍBE O USO, A PRODUÇÃO, O FORNECIMENTO E A VENDA DE CEROL E LINHA CHILENA NO MUNICÍPIO DO RECIFE.",PLO 309/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93019,Aimee Carvalho,Em vigor,Lei Ordinária 18752/2020
"Lei Ordinária nº 18751, de 15/09/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=190,"DETERMINA QUE ESTABELECIMENTOS PRIVADOS INSTALADOS NO MUNICÍPIO DO RECIFE CONSIDERADOS COMO DE SERVIÇOS ESSENCIAIS FORNEÇAM MÁSCARAS, ÁLCOOL 70% E DISPONHAM DE PIA COM ÁGUA E SABÃO EM LOCAL DE FÁCIL ACESSO AOS SEUS FUNCIONÁRIOS.",PLO 58/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95343,Ivan Moraes,Em vigor,Lei Ordinária 18751/2020
"Lei Ordinária nº 18750, de 26/08/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=191,DISPÕE SOBRE A CRIAÇÃO DO PROJETO “SOM NA PRAÇA” NO MUNICÍPIO DO RECIFE.,PLO 54/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=85500,Professora Ana Lúcia,Em vigor,Lei Ordinária 18750/2020
"Lei Ordinária nº 18749, de 26/08/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=192,DISPÕE SOBRE A INSTITUIÇÃO DA “SEMANA MUNICIPAL DE COMBATE E PREVENÇÃO AO CÂNCER DE COLO DE ÚTERO” NO MUNICÍPIO DO RECIFE.,PLO 301/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92603,Professora Ana Lúcia,Em vigor,Lei Ordinária 18749/2020
"Lei Ordinária nº 18748, de 26/08/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=193,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A “SEMANA DE PREVENÇÃO AO CÂNCER DE INTESTINO”.",PLO 64/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95483,Goretti Queiroz,Em vigor,Lei Ordinária 18748/2020
"Lei Ordinária nº 18747, de 26/08/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=194,"DISPÕE SOBRE AS VISITAS VIRTUAIS, POR MEIO DE VIDEOCHAMADAS DE FAMILIARES A PACIENTES INFECTADOS PELO NOVO CORONAVÍRUS (COVID-19) INTERNADOS EM UNIDADES DE TERAPIA INTENSIVA (UTIS) NO MUNICÍPIO DO RECIFE.",PLO 91/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=96158,Samuel Salazar,Em vigor,Lei Ordinária 18747/2020
"Lei Ordinária nº 18746, de 30/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=195,DISPÕE SOBRE O REGISTRO E A DIVULGAÇÃO SEMESTRAL DOS ÍNDICES DE VIOLÊNCIA CONTRA A POPULAÇÃO LGBT NO ÂMBITO DO MUNICÍPIO DO RECIFE.,PLO 150/2017,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=68959,Aline Mariano,Em vigor,Lei Ordinária 18746/2020
"Lei Ordinária nº 18745, de 27/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=196,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DA CIDADE DO RECIFE, A “SEMANA MUNICIPAL DO AGENTE COMUNITÁRIO DE SAÚDE (ACS) E DO AGENTE DE COMBATE ÀS ENDEMIAS (ACE)”.",PLO 291/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92146,Benjamim da Saúde,Em vigor,Lei Ordinária 18745/2020
"Lei Ordinária nº 18744, de 27/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=197,"INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A “SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO E COMBATE À DISSEMINAÇÃO DE NOTÍCIAS FALSAS FAKE NEWS.",PLO 86/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=96100,Hélio Guabiraba,Em vigor,Lei Ordinária 18744/2020
"Lei Ordinária nº 18743, de 27/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=205,DENOMINAR-SE-Á DE DR. ENIO LUSTOSA CANTARELLI A   MAIS NOVA UNIDADE HOSPITALAR A SER CRIADA NA CIDADE DO RECIFE.,PLO 69/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95740,Antonio Luiz Neto,Em vigor,Lei Ordinária 18743/2020
"Lei Ordinária nº 18742, de 20/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=259,DISPÕE SOBRE A LIBERAÇÃO DA ENTRADA DE ANIMAIS DE ESTIMAÇÃO EM CASAS DE REPOUSO DESTINADAS À POPULAÇÃO IDOSA NO MUNICÍPIO DO RECIFE E DÁ OUTRAS PROVIDÊNCIAS.,PLO 229/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=90133,Aline Mariano,Em vigor,Lei Ordinária 18742/2020
"Lei Ordinária nº 18741, de 20/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=261,"DENOMINA DE “CICLOFAIXA PROFESSOR JOSIAS ALBUQUERQUE” A ROTA CICLÁVEL EXISTENTE NAS RUAS BISPO CARDOSO AYRES E TREZE DE MAIO, NO MUNICÍPIO DO RECIFE.",PLO 34/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94742,Michele Collins,Em vigor,Lei Ordinária 18741/2020
"Lei Ordinária nº 18740, de 17/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=262,"DISPÕE SOBRE A CONTRATAÇÃO DE ARTISTAS LOCAIS, ECONOMICAMENTE AFETADOS PELA PANDEMIA DO NOVO CORONAVÍRUS (COVID-19), PARA A REALIZAÇÃO DE SHOWS VIRTUAIS DURANTE O CICLO JUNINO NO MUNICÍPIO DO RECIFE.",PLO 70/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95741,Aline Mariano,Em vigor,Lei Ordinária 18740/2020
"Lei Ordinária nº 18739, de 15/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=263,INSTITUI A “SEMANA MUNICIPAL DE ORIENTAÇÃO PROFISSIONAL PARA O PRIMEIRO EMPREGO” NO MUNICÍPIO DO RECIFE.,PLO 188/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=89049,Almir Fernando,Em vigor,Lei Ordinária 18739/2020
"Lei Ordinária nº 18738, de 06/07/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=264,"ALTERA O ART. 7°, ACRESCENTA O ART. 12-A E PRORROGA O PRAZO DO ART. 39 DA LEI MUNICIPAL Nº 17.537/2009 – QUE FIXA NORMAS PARA A EXPLORAÇÃO DO SISTEMA MUNICIPAL DE TÁXI NO MUNICÍPIO DO RECIFE - SMTX/RECIFE.",PLO 68/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95739,Aerto Luna,Em vigor,Lei Ordinária 18738/2020
"Lei Ordinária nº 18737, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=265,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE A “SEMANA DE CONSCIENTIZAÇÃO E COMBATE AOS CRIMES COMETIDOS POR MEIO DA INTERNET”.,PLO 32/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94725,Professora Ana Lúcia,Em vigor,Lei Ordinária 18737/2020
"Lei Ordinária nº 18736, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=267,DISPÕE SOBRE A SUSPENSÃO DE CORTE DE ÁGUA E ENERGIA DURANTE 120 DIAS NO MUNICÍPIO DO RECIFE.,PLO 35/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94841,Rinaldo Júnior,Em vigor,Lei Ordinária 18736/2020
"Lei Ordinária nº 18735, de 26/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=268,"DISPÕE SOBRE MENSAGENS EDUCATIVAS INFORMANDO OS MALEFÍCIOS DAS DROGAS E DO USO ABUSIVO DO ÁLCOOL EM SHOWS, EVENTOS CULTURAIS E ESPORTIVOS VOLTADOS PARA O PÚBLICO INFANTO-JUVENIL NO MUNICÍPIO DO RECIFE.",PLO 242/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=90610,Aline Mariano,Em vigor,Lei Ordinária 18735/2020
"Lei Ordinária nº 18734, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=270,"INSTITUI O “DIA MUNICIPAL DE PREVENÇÃO, ORIENTAÇÃO E COMBATE AO ACIDENTE VASCULAR CEREBRAL (AVC)” NO MUNICÍPIO DO RECIFE.",PLO 24/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94412,Professora Ana Lúcia,Em vigor,Lei Ordinária 18734/2020
"Lei Ordinária nº 18733, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=272,"DENOMINA PROFESSOR FERNANDO FIGUEIRA A UNIDADE PÚBLICA AMBULATORIAL ESPECIALIZADA (UPA-E) A SER CONSTRUÍDA NO BAIRRO IBURA, LOCALIZADA NA AVENIDA DOIS RIOS, S/N, IBURA, RECIFE-PE.",PLO 15/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94333,Augusto Carreras,Em vigor,Lei Ordinária 18733/2020
"Lei Ordinária nº 18732, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=276,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O “DIA MUNICIPAL DO CUIDADOR”.,PLO 28/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94551,Goretti Queiroz,Em vigor,Lei Ordinária 18732/2020
"Lei Ordinária nº 18731, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=278,"INSTITUI O MÊS “JANEIRO BRANCO”, DEDICADO À CONSCIENTIZAÇÃO E À MOBILIZAÇÃO DA SOCIEDADE EM FAVOR DA SAÚDE MENTAL NO MUNICÍPIO DO RECIFE.",PLO 12/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94113,Goretti Queiroz,Em vigor,Lei Ordinária 18731/2020
"Lei Ordinária nº 18730, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=281,"DENOMINA MAURÍCIO PEDROSA A PRAÇA A SER CONSTRUÍDA NA QUADRA ""A"" DO LOTEAMENTO NOVA MORADA, NO BAIRRO CAXANGÁ, NO MUNICÍPIO DO RECIFE.",PLO 9/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94106,Davi Muniz,Em vigor,Lei Ordinária 18730/2020
"Lei Ordinária nº 18729, de 29/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=284,INSTITUI A “SEMANA DO AMBIENTALISMO CONSCIENTE” NO MUNICÍPIO DO RECIFE.,PLO 325/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93739,Rodrigo Coutinho,Em vigor,Lei Ordinária 18729/2020
"Lei Ordinária nº 18728, de 22/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=293,"AUTORIZA, EM ATENDIMENTO AO § 2º DO ART. 9º DA LEI COMPLEMENTAR FEDERAL Nº 173, DE 27 DE MAIO DE 2020, A SUSPENSÃO DOS PAGAMENTOS DAS CONTRIBUIÇÕES PREVIDENCIÁRIAS PATRONAIS DO MUNICÍPIO DO RECIFE, DE SUAS AUTARQUIAS E FUNDAÇÕES DEVIDAS AO FUNDO PREVIDENCIÁRIO – RECIPREV, COM VENCIMENTO ENTRE 1º DE MARÇO E 31 DE DEZEMBRO DE 2020.",PLE 17/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=97019,Prefeito do Recife,Em vigor,Lei Ordinária 18728/2020
"Lei Ordinária nº 18727, de 22/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=301,"DENOMINA FRANCISCO BRENNAND O CENTRO COMUNITÁRIO DA PAZ (COMPAZ) A SER CONSTRUÍDO NO BAIRRO DA VÁRZEA, NO MUNICÍPIO DO RECIFE.",PLO 8/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94104,Davi Muniz,Em vigor,Lei Ordinária 18727/2020
"Lei Ordinária nº 18726, de 22/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=308,INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE O “DIA MUNICIPAL DO OPTOMETRISTA”.,PLO 3/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93853,Almir Fernando,Em vigor,Lei Ordinária 18726/2020
"Lei Ordinária nº 18725, de 19/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=506,DISPÕE SOBRE AS DIRETRIZES PARA ELABORAÇÃO E EXECUÇÃO DA LEI ORÇAMENTÁRIA DE 2021.,PLE 13/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95288,Prefeito do Recife,Em vigor,Lei Ordinária 18725/2020
"Lei Ordinária nº 18724, de 08/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=514,"AUTORIZA A CRIAÇÃO, NO PLANO PLURIANUAL, DE OBJETIVO ESPECÍFICO RELACIONADO AO COMBATE DE SITUAÇÕES DE EMERGÊNCIA, COMO EPIDEMIAS E PANDEMIAS, E A CRIAÇÃO DE AÇÃO ORÇAMENTÁRIA ESPECÍFICA, EM FAVOR DA SECRETARIA DE SAÚDE E DO FUNDO MUNICIPAL DE SAÚDE.
""REGIME DE URGÊNCIA""",PLE 16/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=96375,Prefeito do Recife,Em vigor,Lei Ordinária 18724/2020
"Lei Ordinária nº 18723, de 01/06/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=518,"DISPÕE SOBRE A SUSPENSÃO DO PRAZO DE VALIDADE DOS CONCURSOS PÚBLICOS REALIZADOS NO ÂMBITO DO MUNICÍPIO DO RECIFE, ENQUANTO VIGENTE O “ESTADO DE CALAMIDADE PÚBLICA” DECORRENTE DA PANDEMIA DO CORONAVÍRUS (COVID-19).",PLO 50/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95134,Eriberto Rafael,Em vigor,Lei Ordinária 18723/2020
"Lei Ordinária nº 18722, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=526,DISPÕE SOBRE A AFIXAÇÃO DE AVISOS QUE ORIENTEM SOBRE O CRIME DE ABUSO SEXUAL NO INTERIOR DOS VEÍCULOS DE TRANSPORTE PÚBLICO DO MUNICÍPIO DO RECIFE.,PLO 167/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=88604,Almir Fernando,Em vigor,Lei Ordinária 18722/2020
"Lei Ordinária nº 18721, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=527,PROÍBE A UTILIZAÇÃO DE CÃES DE GUARDA SEM A PRESENÇA DE UM PROFISSIONAL CAPACITADO NA PRESTAÇÃO DE SERVIÇOS DE VIGILÂNCIA A IMÓVEL E TERRENO DE ÓRGÃOS E ENTIDADES DA ADMINISTRAÇÃO PÚBLICA DO MUNICÍPIO DO RECIFE.,PLO 310/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=93090,Goretti Queiroz,Em vigor,Lei Ordinária 18721/2020
"Lei Ordinária nº 18720, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=528,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE A EPILEPSIA”.",PLO 303/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92878,Michele Collins,Em vigor,Lei Ordinária 18720/2020
"Lei Ordinária nº 18719, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=529,INSTITUI O DIA MUNICIPAL DO TRIATHLON NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE.,PLO 264/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=91357,Almir Fernando,Em vigor,Lei Ordinária 18719/2020
"Lei Ordinária nº 18718, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=530,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, O “DIA MUNICIPAL DO PROFISSIONAL DA IMPRENSA ESPORTIVA”.",PLO 110/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=86969,Goretti Queiroz,Em vigor,Lei Ordinária 18718/2020
"Lei Ordinária nº 18717, de 25/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=531,DECLARA UTILIDADE PÚBLICA O CENTRO DE EDUCAÇÃO COMUNITÁRIA GABRIELA FELIZ,PLO 14/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=94305,Eriberto Rafael,Em vigor,Lei Ordinária 18717/2020
"Lei Ordinária nº 18716, de 13/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=537,"ACRESCENTA NOVA ATRIBUIÇÃO À SECRETARIA DE EDUCAÇÃO, ALTERANDO A LEI Nº 17.108, DE 27 DE JULHO DE 2005.",PLE 15/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95477,Prefeito do Recife,Em vigor,Lei Ordinária 18716/2020
"Lei Ordinária nº 18715, de 06/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=539,INSTITUI A “SEMANA DE PROTEÇÃO ANIMAL” NO MUNICÍPIO DO RECIFE.,PLO 302/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92809,Goretti Queiroz,Em vigor,Lei Ordinária 18715/2020
"Lei Ordinária nº 18714, de 06/05/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=540,"CONCEDE ISENÇÃO DA CONTRIBUIÇÃO PARA O CUSTEIO DA ILUMINAÇÃO PÚBLICA – CIP PARA CONSUMIDORES DA CLASSE RESIDENCIAL ENQUADRADOS NA FAIXA DE CONSUMO ENTRE 80 (OITENTA) KWH E 220 (DUZENTOS E VINTE) KWH, DURANTE O PERÍODO COMPREENDIDO ENTRE 1º DE ABRIL E 30 DE JUNHO DE 2020.",PLE 14/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95454,Prefeito do Recife,Em vigor,Lei Ordinária 18714/2020
"Lei Ordinária nº 18713, de 30/03/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=542,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE, A “SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE A ALERGIA ALIMENTAR”.",PLO 235/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=90246,Samuel Salazar,Em vigor,Lei Ordinária 18713/2020
"Lei Ordinária nº 18712, de 29/04/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=543,INSTITUI O “DIA MUNICIPAL DO HISTORIADOR” NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DO RECIFE.,PLO 299/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=92416,Almir Fernando,Em vigor,Lei Ordinária 18712/2020
"Lei Ordinária nº 18711, de 29/04/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=544,"INSTITUI, NO CALENDÁRIO OFICIAL DE EVENTOS DA CIDADE DO RECIFE, O “DIA MUNICIPAL DE VALORIZAÇÃO DAS PRERROGATIVAS DA ADVOCACIA”.",PLO 269/2019,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=91561,Jayme Asfora,Em vigor,Lei Ordinária 18711/2020
"Lei Ordinária nº 18710, de 17/04/2020",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=545,"CONCEDE PENSÃO ESPECIAL COMPLEMENTAR AOS DEPENDENTES DOS SERVIDORES PÚBLICOS EFETIVOS, DA AREA DE SAÚDE, 
QUE VENHAM A FALECER NO EXERCÍCIO DAS SUAS ATIVIDADES ESSENCIAIS E PRESENCIAIS DE ENFRENTAMENTO À PANDEMIA DO COVID-19.",PLE 12/2020,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=95084,Prefeito do Recife,Em vigor,Lei Ordinária 18710/2020
