titulo,link,ementa,materia_originaria,link_materia,autoria,situacao,titulo_normalizado
"Decreto Legislativo nº 1205, de 07/07/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2006,Concede o Título de Cidadão do Recife ao Sr. Aloysio Corrêa da Veiga.,PDL 30/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=164451,Romerinho Jatobá,Em vigor,Decreto Legislativo 1205/2025
"Decreto Legislativo nº 1204, de 01/07/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2005,"Concede o Título de Cidadã do Recife à Dra. Lídia Barci, em reconhecimento à sua relevante trajetória na Polícia Civil de Pernambuco e à sua contribuição à formação jurídica e à segurança pública no município do Recife.",PDL 24/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=163774,Eduardo Moura,Em vigor,Decreto Legislativo 1204/2025
"Decreto Legislativo nº 1203, de 01/07/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=2004,Concede o Título de Cidadão do Recife ao Dr. Aurélio Molina da Costa.,PDL 17/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161706,Tadeu Calheiros,Em vigor,Decreto Legislativo 1203/2025
"Decreto Legislativo nº 1202, de 03/06/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1991,Concede o Título de Cidadão do Recife ao Capitão de Fragata Daniel de Andrade Ferreira.,PDL 18/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161894,Chico Kiko,Em vigor,Decreto Legislativo 1202/2025
"Decreto Legislativo nº 1201, de 03/06/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1990,"Concede a Medalha de Mérito José Mariano ao Ministro de Portos e Aeroportos, Sr. Silvio Costa Filho.",PDL 13/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161170,Hélio Guabiraba,Em vigor,Decreto Legislativo 1201/2025
"Decreto Legislativo nº 1200, de 03/06/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1989,"Concede o Título de Cidadã Recifense à Amanda Richter, atriz, apresentadora e produtora, pela força na projeção do Recife para o Brasil.",PDL 8/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159950,Natália de Menudo,Em vigor,Decreto Legislativo 1200/2025
"Decreto Legislativo nº 1199, de 03/06/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1988,Concede o Título de Cidadão do Recife ao Fábio José de Melo Silva – Padre Fábio de Melo.,PDL 7/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159948,Felipe Alecrim,Em vigor,Decreto Legislativo 1199/2025
"Decreto Legislativo nº 1198, de 19/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1987,Concede a Medalha de Mérito José Mariano ao Engenheiro Civil Victor Marques.,PDL 2/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=158571,Felipe Francismar,Em vigor,Decreto Legislativo 1198/2025
"Decreto Legislativo nº 1197, de 12/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1986,CONCEDE O TÍTULO CIDADÃO DO RECIFE AO PR. OZEIAS SANTOS LEAL,PDL 16/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161278,Fred Ferreira,Em vigor,Decreto Legislativo 1197/2025
"Decreto Legislativo nº 1196, de 12/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1985,Concede o Título de Cidadão do Recife ao Sr. Luis Fernando Pereira da Silva.,PDL 15/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161178,Chico Kiko,Em vigor,Decreto Legislativo 1196/2025
"Decreto Legislativo nº 1195, de 12/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1984,Concede o Título de Cidadã do Recife à Sra. Milena Vaciloto Rodrigues Pereira da Silva.,PDL 14/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=161177,Chico Kiko,Em vigor,Decreto Legislativo 1195/2025
"Decreto Legislativo nº 1194, de 12/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1983,Concede Título de Cidadão do Recife ao Desembargador Federal Francisco Roberto Machado.,PDL 11/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=160335,Alef Collins,Em vigor,Decreto Legislativo 1194/2025
"Decreto Legislativo nº 1193, de 06/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1982,Concede o Título de Cidadã do Recife a Nilzete Teixeira Santiago.,PDL 12/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=160880,Rinaldo Júnior,Em vigor,Decreto Legislativo 1193/2025
"Decreto Legislativo nº 1192, de 06/05/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1981,Concede a Medalha de Mérito José Mariano ao Deputado Federal Luiz Eduardo de Queiroz Campos da Fonte Albuquerque (“Lula da Fonte”).,PDL 4/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159341,Alef Collins,Em vigor,Decreto Legislativo 1192/2025
"Decreto Legislativo nº 1191, de 14/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1897,Concede a Medalha de Mérito José Mariano ao Coronel Ivanildo Cesar Torres de Medeiros.,PDL 10/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=160333,Davi Muniz,Em vigor,Decreto Legislativo 1191/2025
"Decreto Legislativo nº 1190, de 14/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1900,Concede o Título de Cidadã do Recife a Altemar Dutra Oliveira Júnior.,PDL 3/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159168,Rinaldo Júnior,Em vigor,Decreto Legislativo 1190/2025
"Decreto Legislativo nº 1189, de 14/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1901,Concede o Título de Cidadã do Recife a Senhora Fernanda Dantas Pessoa (Fernanda Pessoa).,PDL 1/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=158445,Kari Santos,Em vigor,Decreto Legislativo 1189/2025
"Decreto Legislativo nº 1188, de 14/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1961,"Concede o Título de Cidadão do Recife ao General de Exército Maurílio Miranda Neto Ribeiro, atual Comandante Militar do
Nordeste.",PDL 50/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=157551,Tadeu Calheiros,Em vigor,Decreto Legislativo 1188/2025
"Decreto Legislativo nº 1186, de 01/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1896,Concede a Medalha de Mérito José Mariano ao Senador Fernando Antônio Caminha Dueire.,PDL 9/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159969,Hélio Guabiraba,Em vigor,Decreto Legislativo 1186/2025
"Decreto Legislativo nº 1185, de 01/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1899,"Concede a Medalha de Mérito José Mariano ao Ministro do Tribunal Superior do Trabalho (TST), Sr. Alberto Bastos Balazeiro",PDL 5/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159543,Luiz Eustáquio,Em vigor,Decreto Legislativo 1185/2025
"Decreto Legislativo nº 1184, de 01/04/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1960,Concede o Título de Cidadão do Recife ao Publicitário Alexandre Keese Guarnelli.,PDL 49/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=157079,Carlos Muniz,Em vigor,Decreto Legislativo 1184/2025
"Decreto Legislativo nº 1183, de 31/03/2025",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1898,"Concede a Medalha José Mariano  ao Ilmº Sr. Julio César Gomes da Silva - o Babalorixá ""Júnior de Ajagunã""",PDL 6/2025,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=159946,Osmar Ricardo,Em vigor,Decreto Legislativo 1183/2025
"Decreto Legislativo nº 1182, de 16/12/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1959,Concede a Medalha de Mérito José Mariano ao Dr. Pedro Cerqueira Russo,PDL 48/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=156733,Rodrigo Coutinho,Em vigor,Decreto Legislativo 1182/2024
"Decreto Legislativo nº 1181, de 16/12/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1958,Concede o Título de Cidadã do Recife à Sr.ª Regina Maria Barreto Casé.,PDL 47/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=156684,Eriberto Rafael,Em vigor,Decreto Legislativo 1181/2024
"Decreto Legislativo nº 1180, de 16/12/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1957,Título de Cidadão da Cidade do Recife ao Advogado Fernando Santos Júnior,PDL 46/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=156649,Aderaldo Pinto,Em vigor,Decreto Legislativo 1180/2024
"Decreto Legislativo nº 1179, de 16/12/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1956,Título de Cidadão da Cidade do Recife ao Sr. José Luís Simões,PDL 45/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=156648,Aderaldo Pinto,Em vigor,Decreto Legislativo 1179/2024
"Decreto Legislativo nº 1178, de 16/12/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1955,CONCEDE O TÍTULO DE CIDADÃO DO RECIFE AO DESEMBARGADOR ANDRÉ VICENTE PIRES ROSA.,PDL 43/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=156602,Wilton Brito,Em vigor,Decreto Legislativo 1178/2024
"Decreto Legislativo nº 1177, de 04/11/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1954,Concede o Título de Cidadão do Recife ao Sr. Tecio Teles.,PDL 16/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150069,Felipe Alecrim,Em vigor,Decreto Legislativo 1177/2024
"Decreto Legislativo nº 1176, de 21/10/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1878,Concede a Medalha de Mérito José Mariano ao Sr. Luiz Augusto Correia de Araújo.,PDL 39/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154112,Gilberto Alves,Em vigor,Decreto Legislativo 1176/2024
"Decreto Legislativo nº 1175, de 16/09/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1865,Concede o Título de Cidadão do Recife ao cantor Thiago André Barbosa (Thiaguinho).,PDL 35/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153321,Natália de Menudo,Em vigor,Decreto Legislativo 1175/2024
"Decreto Legislativo nº 1174, de 09/09/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1864,Concede a Medalha de Mérito José Mariano ao Professor Doutor Evanildo Bechara.,PDL 42/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=155543,Carlos Muniz,Em vigor,Decreto Legislativo 1174/2024
"Decreto Legislativo nº 1173, de 09/09/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1863,Concede o Título de Cidadã do Recife a Procuradora Municipal Flávia Castanheira do Nascimento.,PDL 41/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=155153,Carlos Muniz,Em vigor,Decreto Legislativo 1173/2024
"Decreto Legislativo nº 1172, de 09/09/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1850,Concede o Título de Cidadão do Recife ao empresário Edmilson de Sá.,PDL 40/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=154515,Carlos Muniz,Em vigor,Decreto Legislativo 1172/2024
"Decreto Legislativo nº 1171, de 01/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1848,Concede a Medalha de Mérito José Mariano ao Sr. Romero Maranhão Filho.,PDL 38/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153949,Alcides Cardoso,Em vigor,Decreto Legislativo 1171/2024
"Decreto Legislativo nº 1170, de 02/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1847,Concede o Título de Cidadã do Recife à Médica Dra. Maria de Fátima de Medeiros Brito.,PDL 37/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153862,Carlos Muniz,Em vigor,Decreto Legislativo 1170/2024
"Decreto Legislativo nº 1169, de 02/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1846,"Concede a Medalha de Mérito José Mariano ao Engenheiro Civil, Dr. Alexandre Duarte Gusmão.",PDL 36/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153861,Carlos Muniz,Em vigor,Decreto Legislativo 1169/2024
"Decreto Legislativo nº 1168, de 02/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1708,Concede a Medalha de Mérito José Mariano ao Dr. José Maria Sultanum.,PDL 34/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=153218,Rodrigo Coutinho,Em vigor,Decreto Legislativo 1168/2024
"Decreto Legislativo nº 1167, de 01/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1700,Concede o Título de Cidadão do Recife a Maciel Salú.,PDL 28/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151695,Liana Cirne,Em vigor,Decreto Legislativo 1167/2024
"Decreto Legislativo nº 1166, de 02/07/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1684,Concede a Medalha de Mérito José Mariano ao Centro Universitário Integrado de Saúde Amaury de Medeiros - CISAM.,PDL 2/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148308,Liana Cirne,Em vigor,Decreto Legislativo 1166/2024
"Decreto Legislativo nº 1165, de 11/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1707,Concede a Medalha de Mérito Olegária Mariano à Pastora Siméa Meldrum.,PDL 33/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152604,Michele Collins,Em vigor,Decreto Legislativo 1165/2024
"Decreto Legislativo nº 1164, de 11/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1698,Concede o Título de Cidadão do Recife a Ailton Coelho de Ataíde Filho.,PDL 26/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151376,Tadeu Calheiros,Em vigor,Decreto Legislativo 1164/2024
"Decreto Legislativo nº 1163, de 11/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1706,Concede a Medalha de Mérito José Mariano ao Sr. Eduardo Henrique da Fonte de Albuquerque Silva.,PDL 32/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152574,Ronaldo Lopes,Em vigor,Decreto Legislativo 1163/2024
"Decreto Legislativo nº 1162, de 04/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1703,CONCEDE MEDALHA DE MÉRITO A SANDRA PERNAMBUCO.,PDL 30/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151911,Fred Ferreira,Em vigor,Decreto Legislativo 1162/2024
"Decreto Legislativo nº 1161, de 04/06/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1702,Concede o Título de Cidadão do Recife ao Dr. Washington Luís Macêdo de Amorim.,PDL 29/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151907,Victor André Gomes,Em vigor,Decreto Legislativo 1161/2024
"Decreto Legislativo nº 1160, de 27/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1704,Concede o Título de Cidadão do Recife ao Sr. Luiz Gonzaga Patriota.,PDL 31/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=152560,Comissão Executiva,Em vigor,Decreto Legislativo 1160/2024
"Decreto Legislativo nº 1159, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1120,Concede a Medalha de Mérito Olegária Mariano a  Luiza Batista Pereira.,PDL 27/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151406,Elaine Cristina,Em vigor,Decreto Legislativo 1159/2024
"Decreto Legislativo nº 1158, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1119,"Concede o Título de Cidadão do Recife ao Promotor de Justiça do Estado de Pernambuco, Maviael de Souza Silva.",PDL 24/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151045,Doduel Varela,Em vigor,Decreto Legislativo 1158/2024
"Decreto Legislativo nº 1157, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1118,Concede o Título de Cidadão do Recife a Walber Steffano Costa Fernandes.,PDL 23/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151040,Tadeu Calheiros,Em vigor,Decreto Legislativo 1157/2024
"Decreto Legislativo nº 1156, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1117,Concede a Medalha de Mérito José Mariano ao Movimento Nacional da População em Situação de Rua,PDL 17/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150122,Ivan Moraes,Em vigor,Decreto Legislativo 1156/2024
"Decreto Legislativo nº 1155, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1116,Concede a Medalha de Mérito José Mariano ao Sr. Antonio Carlos da Silva Mendes.,PDL 15/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149737,Ebinho Florêncio,Em vigor,Decreto Legislativo 1155/2024
"Decreto Legislativo nº 1154, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1695,Concede o Título de Cidadão do Recife ao Sr. Manoel Deodoro Liberalquino Ferreira.,PDL 8/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149466,Ebinho Florêncio,Em vigor,Decreto Legislativo 1154/2024
"Decreto Legislativo nº 1153, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1693,Concede a Medalha de Mérito José Mariano ao Sr. Fábio Schwambach,PDL 5/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149409,Ronaldo Lopes,Em vigor,Decreto Legislativo 1153/2024
"Decreto Legislativo nº 1152, de 20/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1696,Concede o Título de Cidadã Recifense a Gleisi Helena Hoffmann.,PDL 11/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149705,Liana Cirne,Em vigor,Decreto Legislativo 1152/2024
"Decreto Legislativo nº 1151, de 13/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1121,"Concede o Título de Cidadão do Recife ao Sr. José Severino de Arruda, “Padre Biu de Arruda”.",PDL 25/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=151130,Felipe Alecrim,Em vigor,Decreto Legislativo 1151/2024
"Decreto Legislativo nº 1150, de 06/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=834,Concede o Título de Cidadã do Recife a Irmã Jucilene de Souza.,PDL 13/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149711,Felipe Alecrim,Em vigor,Decreto Legislativo 1150/2024
"Decreto Legislativo nº 1149, de 06/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=835,Concede o Título de Cidadão do Recife a Lindenberg Silva de Lira Borba por relevantes serviços prestados à sociedade recifense.,PDL 12/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149710,Felipe Alecrim,Em vigor,Decreto Legislativo 1149/2024
"Decreto Legislativo nº 1148, de 06/05/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=837,Concede o Título de Cidadão do Recife ao Sr. Severino Marcos de Oliveira Carneiro.,PDL 7/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149464,Ebinho Florêncio,Em vigor,Decreto Legislativo 1148/2024
"Decreto Legislativo nº 1147, de 29/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=319,Concede o título de cidadã do Recife à Srª Elizabete de Sousa Godinho.,PDL 20/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150866,Elaine Cristina,Em vigor,Decreto Legislativo 1147/2024
"Decreto Legislativo nº 1146, de 29/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=318,Concede a Medalha de Mérito Olegária Mariano a  Danielle Gondim Portela.,PDL 19/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150865,Elaine Cristina,Em vigor,Decreto Legislativo 1146/2024
"Decreto Legislativo nº 1145, de 29/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=300,Concede o Título de Cidadã do Recife à Dayanna Louise Santos.,PDL 3/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148503,Ivan Moraes,Em vigor,Decreto Legislativo 1145/2024
"Decreto Legislativo nº 1144, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=832,Concede o Título de Cidadão do Recife ao Sr. Ryu Uchihara.,PDL 21/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=150894,Comissão Executiva,Em vigor,Decreto Legislativo 1144/2024
"Decreto Legislativo nº 1143, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=311,Concede a Medalha de Mérito José Mariano ao Advogado Almir Reis.,PDL 9/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149499,Felipe Francismar,Em vigor,Decreto Legislativo 1143/2024
"Decreto Legislativo nº 1142, de 22/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=310,Concede o Título de Cidadão do Recife ao Sr. Ygor Gomes Valença,PDL 6/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149414,Davi Muniz,Em vigor,Decreto Legislativo 1142/2024
"Decreto Legislativo nº 1141, de 15/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=315,Concede o Título de Cidadão do Recife ao empresário Victor Bretas Alecrim.,PDL 14/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149712,Osmar Ricardo,Em vigor,Decreto Legislativo 1141/2024
"Decreto Legislativo nº 1140, de 15/04/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=314,Concede o Título de Cidadão do Recife ao empresário mineiro DANIEL LUIZ GUERRA COSTA,PDL 10/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=149690,Osmar Ricardo,Em vigor,Decreto Legislativo 1140/2024
"Decreto Legislativo nº 1139, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=306,Concede o Título de Cidadã do Recife à Sra. Jullimária Dutra.,PDL 4/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148837,Zé Neto,Em vigor,Decreto Legislativo 1139/2024
"Decreto Legislativo nº 1138, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=521,Concede o Título de Cidadão do Recife ao Arcebispo Dom Paulo Jackson Nóbrega de Souza por relevantes serviços prestados à sociedade recifense.,PDL 65/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147502,Felipe Alecrim,Em vigor,Decreto Legislativo 1138/2024
"Decreto Legislativo nº 1137, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=519,Concede a Medalha de Mérito José Mariano ao Sr. Manoel Nascimento Costa.,PDL 63/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147375,Elaine Cristina,Em vigor,Decreto Legislativo 1137/2024
"Decreto Legislativo nº 1136, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=500,Concede o Título de Cidadão do Recife ao Sr. Álvaro Porto de Barros.,PDL 62/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147134,Victor André Gomes,Em vigor,Decreto Legislativo 1136/2024
